Descriptive_JobTitle,CL,skills,rec_city,Rec_location,Actual_billrate,predicted_billrate
Digital Product Manager,Medium,"Focus,Management,Product Management,Program Management,Research",San Francisco,California,102.75,97.3076
Senior Java/J2EE Developer,Medium,"HTML, ASP, Microsoft Access, Software Development, WebLogic, Oracle, Database Design, Management, JSP, Java, Direct3D, SOA, XML, Linux, PL/SQL, AJAX, Engineering, JavaScript, JDBC, Solaris, Architecture, ASP.NET, WCF, SQL, Web Design, SOAP, UNIX, Automation, DB2, CSS, SQL Server",Irving,Texas,80.0,82.7659
Senior DevOps Engineer,Medium,"Direct3D,MySQL,Oracle,PostgreSQL,SQL,SQL Server",Chicago,Illinois,100.0,93.79810000000002
APPS SYSTEMS ENGINEER 6,Medium,"SDLC,Spring",Charlotte,North Carolina,80.5,74.9238
Pega Developer,High,CSS,Addison,Texas,104.63,93.66330000000004
Salesforce Developer,Low,"COM,CSS,Java,JavaScript,PL/SQL,Ruby,SOA,SQL",Seattle,Washington,55.0,88.50099999999999
System Engineer,High,Training,North Brunswick,New Jersey,118.75,95.6826
Full Stack Developer,High,"COM,CSS,Engineering,J2ME,Java,JavaScript,Management,Ruby,Software Engineer,VMware,Windows 2000,Windows 2003,Windows 98",Palo Alto,California,150.0,110.6345
Hadoop Developer,Medium,hadoop,Charlotte,North Carolina,80.0,90.75350000000002
Data Analyst,Medium,"Automation,Data Analysis,Management,Microsoft Excel,Microsoft Office,Python,SQL",New York,New York,101.67,81.65810000000002
Software Engineering-3,Low,Java,Fort Worth,Texas,54.59,80.4109
Quality Assurance Tech III,Medium,"Apple,Asset Management,Automation,Management,Quality Assurance,Training",Santa Clara,California,85.05,78.22770000000003
Swift developer,Low,"Apple,Automation,OS X",Irving,Texas,70.0,87.95120000000001
System Engineer,Medium,"HTML, Compliance,asp",New York,New York,61.5,91.8113
Recruiter II,Medium,Management,Seattle,Washington,78.72,78.14340000000006
Java Tech Lead,Medium,"agile,analyzes,Communication,Concepts,creativity,debugging,degree,DevOps,direct,Documenting,encoding,field,IS,JAVA,Job,LEAD,leadership,OR,Plan,practices,programming,Project,report,require,reviews,systems,Testing,Web,with,work",Cary,North Carolina,104.69,89.18519999999997
Developer,High,"Architecture,Hibernate,J2ME,JavaScript,JSP,Oracle,Servlets,Spring,SQL,SQL Server,Struts,XML",Downey,California,84.66,102.25050000000002
Business Analyst/ Project Manager/Scrum Master,Medium,"Business Analyst,Management,Marketing,Microsoft Excel,Microsoft Office,Microsoft Word,Project Management,Software Development",Raleigh,North Carolina,75.0,85.27969999999999
Contract Software Developer,Medium,".NET,ASP,ASP.NET,C#,Database Design,ETL,Focus,HTML,SDLC,Software Development,SQL,SQL Server",Toronto,Ontario,91.25,81.2312
Software Engineer,Medium,"C++,Embedded,Java",San Diego,California,85.5,84.4293
Quality Assurance Tech I,Medium,"C++,Engineering,Java,Python,Software Development",North Reading,Massachusetts,55.0,79.16470000000002
Developer - Specialty 3,High,".NET,COM,SAP,Technical Support,Training,XML",Bellevue,Washington,110.0,88.41120000000002
IT Project Manager,Medium,"Change Management,COM,Compliance,Data Analysis,Direct3D,Focus,Microsoft Excel,Microsoft Office,Quality Assurance,Research",New York,New York,85.5,85.5184
UI Developer,High,Android,McLean,Virginia,142.0,100.1047
Developer,High,"Change Management,COM,Compliance,ITIL,J2ME,Linux,Management,Oracle,PL/SQL,RDBMS,Shell,Spring,SQL",Jersey City,New Jersey,96.93,100.1113
Recruiter III,Medium,"Chemistry,Focus,Microsoft Excel,Microsoft Office,Microsoft Outlook,Microsoft Word,Recruiting,Research",Seattle,Washington,88.51,88.73900000000015
Business Analyst,High,"Cadence,er,ERP,Management,Project Management,Research,Training",Lisle,Illinois,116.0,80.00050000000002
Sr. Java Developer,Medium,"CSS,Embedded,Engineering,HTML,J2ME,JavaScript,Management,Oracle,Project Management,Research,Spring,Struts,Tomcat",Alpharetta,Georgia,75.0,82.9442
Biologist,Low,"Other, documentation, manager, Alinity, architect, aseptic, assays, Automated, Biologist, biology, BS, call, Category, cell, code, culture, Dept, Focus, immunoassays, lab, ledger, molecular, MS, pcr, Physical, PM, posting, scientific, Spotlight, Testing, Time, Tim",Abbott Park,Illinois,53.0,70.41820000000001
IT Controls Assessment Analyst,Medium,"Networking (People), strong analytical,project management m,IT controls assessme",Atlanta,Georgia,94.75,94.5706
security engineer ,High,"Other,application,Infosec,info",Dallas,Texas,160.0,99.943
Software Engineer IV,Medium,"Architecture,C#,C++,Cloud Computing,Linux,Management,Python,Software Development,SQL,Windows 2000,Windows 2003,Windows 98",Chicago,Illinois,85.5,100.93160000000002
Data Analyst,Medium,"Management,Training",Charlotte,North Carolina,66.5,75.37349999999999
Technical Support Tech II,Low,"Active Directory,Apple,Training",Grand Haven,Michigan,41.73,63.18120000000002
Data Scientist,Medium,".NET,Azure,Business Objects,COM,Compliance,Data Warehouse,Engineering,ETL,Logistics,Management,Procurement,Program Management,Python,SQL,SQL Server,XBOX",Redmond,Washington,85.5,88.8154
Software Engineer Lead / SR Engineer,Medium,"Focus,Software Engineer",Philadelphia,Pennsylvania,110.0,93.3044
Business System Analyst,Medium,"Automation,Compliance,CRM,Data Analysis,Siebel",Boca Raton,Florida,70.0,83.5704
Program Manager IV,High,"Change Management,Data Analysis,Focus,Microsoft Excel,Microsoft Project,Microsoft Word,Project Management,Research,SDLC,Six Sigma,Training",Chicago,Illinois,115.0,109.79940000000002
QA Tester III,Medium,"Automation,Compliance,Engineering,Management,Product Management,Project Management,Research,Software Development",Philadelphia,Pennsylvania,76.68,77.06470000000002
Oracle Interface Sr. Developer,Medium,"ETL,Oracle,Oracle Applications,PL/SQL,Procurement,Purchasing,Shell,SQL,Training,UNIX",Atlanta,Georgia,74.0,82.0111
Sr. UX Designer,Low,e-commerce,San Francisco,California,77.61,105.61489999999996
Digital Consultant 5,High,"Focus,Product Management,Program Management,Research",Concord,California,118.5,94.13669999999998
Java Developer,High,"Automation,Cloud Computing,Engineering,Management,Microsoft Office,OSS,Spring,SQL",Irving,Texas,75.0,85.7982
ADA Developer,Low,"JSP,Linux,Oracle,Spring,WebLogic",Columbia,Maryland,85.5,93.12569999999998
Database Developer (Gen) III,Medium,"Architecture,DB2,DBA,Linux,Management,Perl,PHP,Python",Houston,Texas,99.0,88.984
SAP Consultant,High,"ABAP,Architecture,er,Oracle,Publisher,Quality Center,SAP",Charlotte,North Carolina,127.43,106.4981
Sr System Engineer,High,".NET,Apache,J2ME,Java,JavaScript,Microsoft Access,Spring,Management",Charlotte,North Carolina,115.0,88.28199999999998
Front-End Web/UI Developer,Low,"Engineering,J2ME,SAS",McLean,Virginia,64.13,118.78000000000004
Mule soft Developer,Medium,"Compliance,PHP,Spring",Plano,Texas,90.0,83.35670000000002
Art Specialist,High,"Photoshop, .net, graphic design, Compliance, COM, Exchange Server, Logistics, procurement, xbox",Redmond,Washington,75.0,41.9243
IT Project Manager 4,Medium,Engineering,Tempe,Arizona,85.5,88.73539999999998
Senior Systems Security Engineer/Analyst,High,"Architecture,CISSP,Compliance,Engineering,Focus,Network Security,Networking,Project Management,TCP/IP",Glenview,Illinois,140.0,91.8563
Tester,Low,Java,Atlanta,Georgia,50.0,79.0718
Java Developer,High,"Architecture,Data Modeling,Management,PLC,Software Engineer,Systems Analyst,Web Development",Jersey City,New Jersey,122.0,103.75999999999998
Full Stack Developer,Medium,FullStack,Plano,Texas,105.0,96.70280000000004
Sr. Employee Relations Consultants,Medium,Ada,Bothell,Washington,90.0,93.3463
Sr Salesforce Business System Analyst,High,"Business Analyst,COM,DB2,ETL,Microsoft Access,Product Management,Project Management,Research,SDLC,SQL,Systems Integration,XML",Fort Mill,South Carolina,113.0,92.92120000000004
Senior Writer,Medium,"COM,Compliance,CSS,EDI,Focus,Management,Marketing,Microsoft Word,Multimedia,Natural,Quality Assurance,Research,Training",San Bruno,California,79.2,88.02499999999996
IT - DevOps Engineer � Senior,High,".NET,Automation,Azure,C#,C++,Database Management,Disaster Recovery,Engineering,Java,MySQL,Quality Assurance,Training",Eden Prairie,Minnesota,120.0,105.7336
Scrum Master,High,"Engineering,Management",Scottsdale,Arizona,86.0,98.5283
Project Manager III,Medium,Management,SeaTac,Washington,85.5,97.6843
Mobile Tester,Medium,"Automation,Direct3D,Focus",San Francisco,California,82.23,96.538
Business Analyst,High,"Engineering,Six Sigma",Charlotte,North Carolina,85.5,67.93599999999998
Sr. UX Designer,Medium,"Management,Research,SDLC",New York,New York,135.0,118.6196
Project Manager,Medium,Direct3D,Richmond,Virginia,68.88,83.81480000000003
Java Developer,Medium,"Compliance,Hibernate,HTML,Java,JDBC,JMS,Oracle,Spring,SS7,WebLogic",Charlotte,North Carolina,71.0,83.62560000000003
Software Engineer,Medium,"Direct3D,Linux,Perl,Python,Ruby,Software Development,Software Engineer,Solaris",Reston,Virginia,85.5,95.8328
Sr. Project Manager,Medium,"Change Management,J2ME,Java,Marketing,Microsoft Access,Program Management,Project Management,SAP",Trinity,North Carolina,110.0,86.15809999999999
Digital Consultant,High,"Focus, Management, Program Management, Product Management, Research",Charlotte,North Carolina,85.5,81.04339999999999
Python Developer,Medium,"C++,Java,Python",Chicago,Illinois,96.93,94.9851
"Linux Software Eng, Automotive",Medium,"C++,Embedded,Engineering,Wireless",San Diego,California,85.5,85.72949999999999
Business Analyst,Medium,SQL,Charlotte,North Carolina,76.06,69.20970000000004
Test Lead,Medium,Test Lead,Montreal,Quebec,75.0,88.68979999999999
Business System Consultant,High,Training,Charlotte,North Carolina,66.5,69.31530000000002
Software Design Engineer in Test 4 (Engineering),Medium,".NET,C#,C++,COM,Compliance,Engineering,Exchange Server,JavaScript,Linux,Logistics,Management,Networking,Procurement,Project Management,Python,Quality Assurance,SDE,SDET,Software Development,SQL,VSTS,WAN,Windows 2000,Windows 2003,Windows 98,XBOX",Redmond,Washington,85.5,89.6865
Prinicipal Identity Engineer,High,"Active Directory,Azure,Management",Charlotte,North Carolina,110.0,82.49879999999999
Technical Program Manager II,High,"Compliance,EMC,Engineering,er,ERP",Mountain View,California,81.0,90.0945
Security Specialist,High,"microsoft access,Project Management,management,microsoft office,sox,Active Directory,change management,Compliance,SQL,CISSP,DB2,Linux,SDLC,UNIX,Windows 2000,Windows 2003,Windows 98,Wireless, Oracle",Bellevue,Washington,190.0,67.45460000000001
Technical,Medium,"Adobe Acrobat,Content Management,Direct3D,Documentum,Information Management,Management,Microsoft Word,Training",Foster City,California,100.0,101.31329999999998
Java Developer,Medium,"Database Design,DB2,Direct3D,Engineering,Hibernate,MySQL,Oracle,Spring,SQL,SQL Server,WebSphere",Cary,North Carolina,96.0,84.7889
Developer,Medium,"html,J2ME, Research",San Francisco,California,85.5,106.2552
SAP FI Functional Consultant,Medium,"Data Modeling,Research",Houston,Texas,102.0,101.80899999999998
Graphic Designer 1,Medium,".NET,Azure,COM,Compliance,Direct3D,EDI,Exchange Server,HTML,Illustrator,J2ME,Java,Logistics,Marketing,Microsoft Access,Microsoft Office,Multimedia,Photoshop,Procurement,Web Design,XBOX",Redmond,Washington,85.5,87.5541
Production Support,Medium,"ASP,SQL",Charlotte,North Carolina,85.5,72.9754999999999
Project Manager,High,Marketing,Charlotte,North Carolina,96.0,83.30380000000002
Project/Program Manager III,High,word,Seattle,Washington,100.02,84.48790000000001
Scala API Software Engineer,Medium,"PostgreSQL,Software Engineer",Irving,Texas,85.5,83.37950000000001
Workday Manager,Medium,"Data Analysis,Direct3D,HCM Systems,Management,Workday",Tampa,Florida,85.5,100.33639999999995
Business Analyst,Medium,"Architecture,COM,Compliance,Data Modeling,Linux,Oracle,Recruiting,SQL,UNIX,XML,Data Analysis",Chandler,Arizona,85.5,79.1621
Data Engineer - Data Engineer I,Medium,"Data Warehouse,ETL,SQL",Seattle,Washington,85.63,95.65809999999992
Internal Auditor,Medium,"Automation,Compliance,Focus,Management,Research,SAP,SOX",Bellevue,Washington,85.5,87.35470000000001
Software Dev Engineer III,Medium,"Automation,C++,Disaster Recovery,Java,Linux,Python,Shell,Spring,UNIX",Vancouver,British Columbia,88.4,83.25009999999996
QAT - Manual tester 100%,Medium,"Engineering,J2ME,Quality Assurance",Seattle,Washington,70.0,76.1654
SQL Developer,High,"Architecture,Data Analysis,ETL,Quality Control,SQL,MicroStrategy",Charlotte,North Carolina,99.74,86.8459
Java Developer,High,Java,Chicago,Illinois,115.0,91.75100000000002
Business Analyst,High,"Business Analyst,Change Management,Management,Microsoft Access,Microsoft Excel,Microsoft Word,Training",Charlotte,North Carolina,64.8,68.89940000000001
Business Analyst,High,"Architecture,Engineering,Focus,Microsoft Office,Process Engineering,Project Management,Systems Analysis",Charlotte,North Carolina,85.5,71.84299999999999
Data Analyst,Medium,"Ab Initio,Compliance,Data Analysis,Management,Microsoft Office,Project Management,Quality Control,SQL",Charlotte,North Carolina,85.5,83.4227
General Project Manager,High,Java,Kitchener,Ontario,110.0,82.35880000000004
Infrastructure Systems Engineer I,Medium,"Automation,Azure,Engineering,Linux,Networking,Python,Shell,UNIX",Basking Ridge,New Jersey,75.0,92.79179999999998
Project coordinator,Low,"Change Management,Networking,Project Management,Training,Microsoft Project",Glen Allen,Virginia,60.0,87.3513
Project Manager,High,"Project Management,management,microsoft office,microsoft project",Dallas,Texas,65.0,82.3621
Cyber Security Specialist,Low,"Engineering,IDS,Intrusion,Management,Microsoft Access,Project Management",Charlotte,North Carolina,62.98,85.7917
Recruiter III,Medium,"Chemistry,Cloud Computing,COM,Direct3D,Focus,Management,Microsoft Access,Recruiting,Research",Seattle,Washington,88.51,88.15250000000015
Sr. test Engineer,Medium,"Management,Perl,Python,SAS,SS7,Windows 2000,Windows 2003,Windows 98",San Diego,California,85.5,88.9324
INTERACTION DESIGNER,Medium,Research,Charlotte,North Carolina,63.0,74.29839999999999
Recruiter II,Medium,"COM,Recruiting,Research",Minneapolis,Minnesota,78.72,71.44040000000004
Project Manager I,Low,Direct3D,Elk Grove Village,Illinois,46.17,87.65340000000003
Software Engineer,High,"Javascript,CSS,JAVA,spring,marketing,html,asp,Engineering,J2ME, WAN",Bellevue,Washington,40.0,87.35289999999999
evelopment - .Net Developer III,Medium,".NET,Architecture,C#,Engineering,IIS,JavaScript,SOA,SOAP,SQL,SQL Server,Visual Studio,WCF,Web Development,Windows 2000,Windows 2003,Windows 98,XML",Edmonton,Alberta,80.0,83.48380000000002
Security Risk Analyst,Medium,"Business Continuity,CISSP,Compliance,ISO 9001,Management,SOX",Plano,Texas,85.0,93.4488
Project Manager,High,"Business Development,Data Analysis,Direct3D,Management,Microsoft Excel,Program Management",Lincolnshire,Illinois,125.0,91.8459
Staff Mask Layout Designer,Medium,"ASIC,Cadence,Windows 2000,Windows 2003,Windows 98",San Diego,California,85.5,87.4781
Ilog Developer,Medium,"COM,Java,XML",Eden Prairie,Minnesota,80.0,88.8424
Business Analyst,High,"Business Analyst,Compliance,Management,Program Management",Charlotte,North Carolina,102.0,74.67080000000004
Recruiter II,Medium,"COM,Compliance,Management,Recruiting,SS7,VMS",Sunnyvale,California,85.02,78.12470000000003
DevOps Engineer,High,"Automation,Azure,Engineering,Management,Software Engineer",McLean,Virginia,116.19,108.9101000000001
BUSINESS SYSTEMS CONSULTANT 6,Medium,"Architecture,Direct3D,Engineering,Management,Quality Assurance,SAS,SDLC,SQL,Systems Analysis,Training",Charlotte,North Carolina,76.0,76.2388
Program Manager IV,Medium,"Management,Risk Management,Systems Integration,Training",Mountain View,California,70.0,82.74790000000002
Technician,Low,"Cadence,COM,J2ME,Java,Microsoft Excel,Microsoft Office,WAN",Hillsboro,Oregon,43.0,55.57590000000004
Developer,High,"Other,websphere",Addison,Texas,104.63,104.7817
Sr. Architech/Developer,High,"Architecture,Automation,Azure,Engineering,Firewall,Focus,Management,Oracle,Python,Software Development,Spring",Framingham,Massachusetts,108.42,92.26659999999995
iOS Developer,Medium,"Apple,Python,Research",Chicago,Illinois,85.5,89.95820000000002
Scrum Master,Medium,"Architecture,Focus,Management,Microsoft Excel,Windows XP",Irving,Texas,85.5,90.2012
Informatica IDQ developer,Medium,"Automation,Compliance,CRM,Data Modeling,ETL,Shell,SQL,UNIX",Charlotte,North Carolina,80.5,83.38560000000001
JavaScript PHP,Medium,"Change Management,Compliance,JavaScript,Linux,Management,PHP,Project Management,SQL",WINSTON SALEM,North Carolina,71.0,83.11330000000002
Recruiter - Recruiter II,Medium,"Focus,Microsoft Excel,Microsoft Outlook,Microsoft Word,Recruiting",Boston,Massachusetts,78.72,78.55450000000003
APPS SYSTEMS ENGINEER 6,Medium,"Architecture,Engineering,Focus,Management",Charlotte,North Carolina,80.5,90.506
Developer,Medium,"Architecture,CSS,Direct3D,Engineering,HTML,J2ME,Management,Product Management,Software Development,Spring,XML",Bellevue,Washington,85.5,93.9299
Business Analyst,High,"Database Design,DB2,Systems Analyst",Irving,Texas,85.5,79.15950000000002
